chain,plu,product_name,status,rank,recipe_id,recipe_title,score,missing_components,extra_components,missing_recipe_ingredients,mixed_ingredient_groups,review_reasons,source_url
perekrestok,3900135,"Горбуша Курильский Берег натуральная, 250г",review,1,foodru_66812,Натуральная домашняя икра из горбуши,0.6065,"bereg, kurilski",ikra,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/66812-naturalnaja-domashnjaja-ikra-iz-gorbushi
perekrestok,3900135,"Горбуша Курильский Берег натуральная, 250г",review,2,foodru_81304,Береги,0.5043,"kurilski, naturalna, pink_salmon",,pink_salmon,Для начинки и подачи,"mixed_ingredient_group, dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/81304-beregi
perekrestok,3900135,"Горбуша Курильский Берег натуральная, 250г",review,3,foodru_30179,Паштет из горбуши,0.3334,"bereg, kurilski, naturalna",patty,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/30179-pashtet-iz-gorbushi
perekrestok,3932486,"Сардина Доброфлот тихоокеанская тушка копчёная в масле, 210г",review,1,foodru_130121,Курочка копченая,0.3986,"dobroflot, sardin, tihookeanska, tushk",chicken,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/130121-kurochka-kopchenaia-1647930548
perekrestok,3932486,"Сардина Доброфлот тихоокеанская тушка копчёная в масле, 210г",review,2,foodru_204714,Тушки кальмаров гриль,0.3607,"dobroflot, kopchena, sardin, tihookeanska","gril, squid",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/204714-tushki-kalmarov
perekrestok,3932486,"Сардина Доброфлот тихоокеанская тушка копчёная в масле, 210г",review,3,foodru_175910,Копченая кукуруза под соусом барбекю на угольном гриле,0.2878,"dobroflot, oil, sardin, tihookeanska, tushk","barbek, gril, kukuruz, ugoln",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/175910-kopchionaia-kukuruza-pod-sousom-barbekiu-na-ugolnom-grile-1688494168
perekrestok,3934770,"Бычки Пролив обжаренные в томатном соусе, 240г",review,1,foodru_123542,Сочные бычки в томатном соусе,0.9044,"obzhar, proliv",,,,missing_named_components,https://food.ru/recipes/123542-sochnye-bychki-v-tomatnom-souse
perekrestok,3934770,"Бычки Пролив обжаренные в томатном соусе, 240г",review,2,foodru_121741,Филе индейки в соусе из бычков в томате,0.8503,"obzhar, proliv",turkey,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/121741-file-indeiki-s-souse-iz-bychkov-v-tomate
perekrestok,3934770,"Бычки Пролив обжаренные в томатном соусе, 240г",review,3,foodru_3177,Томатный соус,0.5677,"bychk, obzhar, proliv",,,,"missing_named_components, low_name_score",https://food.ru/recipes/3177-tomatnyi-sous
perekrestok,3940705,"Горбуша + скумбрия Европром рубленая, 180г",review,1,foodru_75538,Скумбрия с консервированной горбушей,0.6047,"evropr, rublena",konservirovan,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/75538-skumbrija-s-konservirovannoi-gorbushei
perekrestok,3940705,"Горбуша + скумбрия Европром рубленая, 180г",review,2,foodru_161385,Рубленая картошка с кабачками и перцем в духовке,0.3387,"evropr, pink_salmon, skumbr","duhovk, kabach, potato",pink_salmon,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/161385-rublenaia-kartoshka-s-kabachkami-i-pertsem-v-dukhovke-1676470895
perekrestok,3940705,"Горбуша + скумбрия Европром рубленая, 180г",review,3,foodru_75570,Скумбрия отварная,0.3379,"evropr, pink_salmon, rublena",otvarna,pink_salmon,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/75570-skumbrija-otvarnaja
perekrestok,3940708,"Горбуша + скумбрия Европром рубленая с ароматом копчения, 180г",review,1,foodru_75538,Скумбрия с консервированной горбушей,0.4112,"aromat, evropr, kopchen, rublena",konservirovan,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/75538-skumbrija-s-konservirovannoi-gorbushei
perekrestok,3940708,"Горбуша + скумбрия Европром рубленая с ароматом копчения, 180г",review,2,foodru_132435,Полезная скумбрия горячего копчения,0.4044,"aromat, evropr, pink_salmon, rublena","gorachego, polezna",pink_salmon,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/132435-poleznaja-skumbrija-gorjachego-kopchenija
perekrestok,3940708,"Горбуша + скумбрия Европром рубленая с ароматом копчения, 180г",review,3,foodru_169374,Ароматный винегрет,0.2872,"evropr, kopchen, pink_salmon, rublena, skumbr",vinegret,pink_salmon,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/169374-aromatnyi-vinegret-1682671293
perekrestok,3962298,"Шпроты За Родину тушки из балтийской кильки в масле, 270г",review,1,foodru_157992,Вкусные домашние шпроты из кильки,0.6026,"rodin, tushk",,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/157992-vkusnye-domashnie-shproty-iz-kilki-1674649650
perekrestok,3962298,"Шпроты За Родину тушки из балтийской кильки в масле, 270г",review,2,foodru_207563,Брускетты со шпротами и маслинами,0.457,"kilk, rodin, tushk",bruskett,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/207563-brusketty-iz-shprot-s-maslinami-1706043720
perekrestok,3962298,"Шпроты За Родину тушки из балтийской кильки в масле, 270г",review,3,foodru_204714,Тушки кальмаров гриль,0.3208,"kilk, rodin, shprot","gril, squid",,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/204714-tushki-kalmarov
perekrestok,3976385,"Икра Санта Бремор Классическая, 180г",review,1,foodru_120089,Салат «Икра»,0.9223,,,,,dish_family_unconfirmed,https://food.ru/recipes/120089-salat-ikra
perekrestok,3976385,"Икра Санта Бремор Классическая, 180г",review,2,foodru_73116,Икра из овощей,0.9128,,,,,dish_family_unconfirmed,https://food.ru/recipes/73116-ikra-iz-ovoshchei
perekrestok,3976385,"Икра Санта Бремор Классическая, 180г",review,3,foodru_259217,Классическая баклажанная икра,0.8773,,baklazhanna,,,"dish_family_unconfirmed, extra_recipe_components",https://food.ru/recipes/259217-klassicheskaja-baklazhannaja-ikra
perekrestok,3983177,"Икра Санта Бремор с креветкой, 180г",review,1,foodru_120089,Салат «Икра»,0.6004,,,,,"dish_family_unconfirmed, low_name_score",https://food.ru/recipes/120089-salat-ikra
perekrestok,3983177,"Икра Санта Бремор с креветкой, 180г",review,2,foodru_73116,Икра из овощей,0.591,shrimp,,shrimp,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/73116-ikra-iz-ovoshchei
perekrestok,3983177,"Икра Санта Бремор с креветкой, 180г",review,3,foodru_259217,Классическая баклажанная икра,0.5554,shrimp,baklazhanna,shrimp,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/259217-klassicheskaja-baklazhannaja-ikra
perekrestok,3983178,"Икра Санта Бремор с копчёным лососем, 270г",review,1,foodru_66166,Тост с копченым лососем,0.6672,ikra,,,,"dish_family_unconfirmed, missing_named_components, low_name_score",https://food.ru/recipes/66166-tost-s-kopchenym-lososem
perekrestok,3983178,"Икра Санта Бремор с копчёным лососем, 270г",review,2,foodru_44279,Пирог с копченой семгой,0.6577,ikra,pie,,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, low_name_score",https://food.ru/recipes/44279-pirog-s-kopchenoi-semgoi
perekrestok,3983178,"Икра Санта Бремор с копчёным лососем, 270г",review,3,foodru_120089,Салат «Икра»,0.4138,"kopche, salmon",,salmon,,"dish_family_unconfirmed, missing_named_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/120089-salat-ikra
perekrestok,4029977,"Паштет Формула ГОСТа из печени и икры тресковых рыб, 220г",review,1,foodru_89620,Паштет из печени трески,0.9256,"ikry, ryb",,,,missing_named_components,https://food.ru/recipes/89620-pashtet-iz-pecheni-treski
perekrestok,4029977,"Паштет Формула ГОСТа из печени и икры тресковых рыб, 220г",review,2,foodru_111595,Питательный паштет с печенью трески,0.8618,"ikry, ryb",pitatel,,,"missing_named_components, extra_recipe_components",https://food.ru/recipes/111595-pitatelnyi-pashtet-s-pecheniu-treski
perekrestok,4029977,"Паштет Формула ГОСТа из печени и икры тресковых рыб, 220г",review,3,foodru_105441,Сочная печень по-строгановски,0.3068,"cod, ikry, patty, ryb",stroganovsk,cod,,"dish_family_unconfirmed, missing_named_components, extra_recipe_components, named_ingredient_unconfirmed, protein_unconfirmed_in_ingredients, low_name_score",https://food.ru/recipes/105441-pechen-po-stroganovski-1643881140
perekrestok,4034848,"Чебурек с мясом замороженный Маркет, 180г",matched,1,foodru_119219,Чебуреки с мясом по авторскому рецепту,0.9056,,,,,,https://food.ru/recipes/119219-chebureki-s-miasom-1645615583
